id,user_id,center,extent
10,0,POINT (116.3005190342857276 39.9856853178571399),"POLYGON ((116.3007839237655787 39.9857026921107845, 116.3007950430359898 39.9856825458380953, 116.3008041340840322 39.9856614066961242, 116.3008111093579657 39.9856394782663642, 116.3008159016820571 39.9856169717315879, 116.3008184649036139 39.9855941038420255, 116.3008187743374293 39.9855710948279537, 116.3008168270034730 39.9855481662787540, 116.3008126416556394 39.9855255390088900, 116.3008062586011135 39.9855034309313453, 116.3007977393122019 39.9854820549589860, 116.3007871658343078 39.9854616169541188, 116.3007746399958080 39.9854423137458923, 116.3007602824273761 39.9854243312347535, 116.3007442314002446 39.9854078426021289, 116.3007266414945917 39.9853930066425534, 116.3007076821107972 39.9853799662344329, 116.3006875358380938 39.9853688469640218, 116.3006663966961298 39.9853597559159724, 116.3006444682663698 39.9853527806420530, 116.3006219617315935 39.9853479883179546, 116.3005990938420240 39.9853454250963907, 116.3005760848279522 39.9853451156625752, 116.3005531562787525 39.9853470629965315, 116.3005305290088955 39.9853512483443723, 116.3005084209313509 39.9853576313988981, 116.3004870449589987 39.9853661506878097, 116.3004666069541173 39.9853767241657039, 116.3004473037458979 39.9853892500041965, 116.3004293212347591 39.9854036075726285, 116.3004128326021345 39.9854196585997599, 116.3003979966425590 39.9854372485054270, 116.3003849562344385 39.9854562078892215, 116.3002541448058480 39.9856679436034952, 116.3002430255354369 39.9856880898761844, 116.3002339344873945 39.9857092290181555, 116.3002269592134610 39.9857311574479155, 116.3002221668893696 39.9857536639826918, 116.3002196036678129 39.9857765318722542, 116.3002192942339974 39.9857995408863260, 116.3002212415679537 39.9858224694355258, 116.3002254269157874 39.9858450967053898, 116.3002318099703132 39.9858672047829344, 116.3002403292592248 39.9858885807552937, 116.3002509027371190 39.9859090187601609, 116.3002634285756187 39.9859283219683874, 116.3002777861440507 39.9859463044795262, 116.3002938371711821 39.9859627931121508, 116.3003114270768350 39.9859776290717264, 116.3003303864606295 39.9859906694798468, 116.3003505327333329 39.9860017887502579, 116.3003716718752969 39.9860108797983074, 116.3003936003050569 39.9860178550722267, 116.3004161068398332 39.9860226473963252, 116.3004389747294027 39.9860252106178891, 116.3004619837434745 39.9860255200517045, 116.3004849122926743 39.9860235727177482, 116.3005075395625312 39.9860193873699075, 116.3005296476400758 39.9860130043153816, 116.3005510236124280 39.9860044850264700, 116.3005714616173094 39.9859939115485759, 116.3005907648255288 39.9859813857100832, 116.3006087473366676 39.9859670281416513, 116.3006252359692922 39.9859509771145198, 116.3006400719288678 39.9859333872088527, 116.3006531123369882 39.9859144278250582, 116.3007839237655787 39.9857026921107845))"
11,0,POINT (116.3251105231357627 40.0008147496818793),"POLYGON ((116.3252900000000238 40.0005595000000014, 116.3249715999999836 40.0007415999999978, 116.3249388888890081 40.0012222222222320, 116.3253530000000069 40.0007779999999968, 116.3252900000000238 40.0005595000000014))"
12,0,POINT (116.3263830000000070 40.0057770000000019),"POLYGON ((116.3266175522365558 40.0057770000000019, 116.3266164228034256 40.0057540098605173, 116.3266130453810945 40.0057312411286432, 116.3266074524959919 40.0057089130797152, 116.3265996980106536 40.0056872407450541, 116.3265898566050112 40.0056664328410818, 116.3265780230571949 40.0056466897592884, 116.3265643113307135 40.0056282016363554, 116.3265488534770071 40.0056111465230018, 116.3265317983636606 40.0055956886692954, 116.3265133102407134 40.0055819769428211, 116.3264935671589342 40.0055701433949977, 116.3264727592549548 40.0055603019893553, 116.3264510869202866 40.0055525475040170, 116.3264287588713586 40.0055469546189144, 116.3264059901394916 40.0055435771965904, 116.3263830000000070 40.0055424477634602, 116.3263600098605224 40.0055435771965904, 116.3263372411286554 40.0055469546189144, 116.3263149130797274 40.0055525475040170, 116.3262932407450592 40.0055603019893553, 116.3262724328410798 40.0055701433949977, 116.3262526897593006 40.0055819769428211, 116.3262342016363533 40.0055956886692954, 116.3262171465230068 40.0056111465230018, 116.3262016886693004 40.0056282016363554, 116.3261879769428191 40.0056466897592884, 116.3261761433950028 40.0056664328410818, 116.3261663019893604 40.0056872407450541, 116.3261585475040221 40.0057089130797152, 116.3261529546189195 40.0057312411286432, 116.3261495771965883 40.0057540098605173, 116.3261484477634582 40.0057770000000019, 116.3261495771965883 40.0057999901394865, 116.3261529546189195 40.0058227588713606, 116.3261585475040221 40.0058450869202886, 116.3261663019893604 40.0058667592549497, 116.3261761433950028 40.0058875671589220, 116.3261879769428191 40.0059073102407154, 116.3262016886693004 40.0059257983636485, 116.3262171465230068 40.0059428534770021, 116.3262342016363533 40.0059583113307085, 116.3262526897593006 40.0059720230571827, 116.3262724328410798 40.0059838566050061, 116.3262932407450592 40.0059936980106485, 116.3263149130797274 40.0060014524959868, 116.3263372411286554 40.0060070453810894, 116.3263600098605224 40.0060104228034135, 116.3263830000000070 40.0060115522365436, 116.3264059901394916 40.0060104228034135, 116.3264287588713586 40.0060070453810894, 116.3264510869202866 40.0060014524959868, 116.3264727592549548 40.0059936980106485, 116.3264935671589342 40.0059838566050061, 116.3265133102407134 40.0059720230571827, 116.3265317983636606 40.0059583113307085, 116.3265488534770071 40.0059428534770021, 116.3265643113307135 40.0059257983636485, 116.3265780230571949 40.0059073102407154, 116.3265898566050112 40.0058875671589220, 116.3265996980106536 40.0058667592549497, 116.3266074524959919 40.0058450869202886, 116.3266130453810945 40.0058227588713606, 116.3266164228034256 40.0057999901394865, 116.3266175522365558 40.0057770000000019))"
13,0,POINT (116.3269125452137871 40.0000721635755454),"POLYGON ((116.3269972608695753 39.9988502391304337, 116.3259381578947540 39.9997344210526222, 116.3258428048781070 39.9998156097561051, 116.3255993121387348 40.0000341329479951, 116.3255970172413640 40.0003538448275791, 116.3266344599999940 40.0020264600000033, 116.3278926030928062 40.0007861340206432, 116.3279979999999938 40.0005230000000012, 116.3279460000000114 39.9993564999999904, 116.3269972608695753 39.9988502391304337))"
14,0,POINT (116.3153937229236163 40.0096958182498810),"POLYGON ((116.3156075183673579 40.0090786448979685, 116.3148105841925002 40.0095752577319459, 116.3148293132529858 40.0098958192771192, 116.3151791296295983 40.0102711851851822, 116.3153043636363577 40.0102532272727274, 116.3159105098039134 40.0097891764706048, 116.3159680352112417 40.0092777957746222, 116.3156075183673579 40.0090786448979685))"
15,0,POINT (116.3220563384615218 39.9969030461538395),"POLYGON ((116.3222908602162988 39.9969030461538395, 116.3222897309299526 39.9968800590020876, 116.3222863539465521 39.9968572932291764, 116.3222807617882779 39.9968349680819415, 116.3222730083106882 39.9968132985637581, 116.3222631681840227 39.9967924933639196, 116.3222513361740482 39.9967727528478889, 116.3222376262295086 39.9967542671276135, 116.3222221703846628 39.9967372142306985, 116.3222051174877407 39.9967217583858528, 116.3221866317674795 39.9967080484413131, 116.3221668912514417 39.9966962164313458, 116.3221460860516032 39.9966863763046661, 116.3221244165334127 39.9966786228270834, 116.3221020913861850 39.9966730306688163, 116.3220793256132737 39.9966696536854087, 116.3220563384615218 39.9966685243990554, 116.3220333513097700 39.9966696536854087, 116.3220105855368587 39.9966730306688163, 116.3219882603896309 39.9966786228270834, 116.3219665908714404 39.9966863763046661, 116.3219457856716019 39.9966962164313458, 116.3219260451555641 39.9967080484413131, 116.3219075594353029 39.9967217583858528, 116.3218905065383808 39.9967372142306985, 116.3218750506935351 39.9967542671276135, 116.3218613407489954 39.9967727528478889, 116.3218495087390210 39.9967924933639196, 116.3218396686123555 39.9968132985637581, 116.3218319151347657 39.9968349680819415, 116.3218263229764915 39.9968572932291764, 116.3218229459930910 39.9968800590020876, 116.3218218167067448 39.9969030461538395, 116.3218229459930910 39.9969260333055914, 116.3218263229764915 39.9969487990785026, 116.3218319151347657 39.9969711242257375, 116.3218396686123555 39.9969927937439209, 116.3218495087390210 39.9970135989437594, 116.3218613407489954 39.9970333394597901, 116.3218750506935351 39.9970518251800655, 116.3218905065383808 39.9970688780769805, 116.3219075594353029 39.9970843339218263, 116.3219260451555641 39.9970980438663659, 116.3219457856716019 39.9971098758763333, 116.3219665908714404 39.9971197160030130, 116.3219882603896309 39.9971274694805956, 116.3220105855368587 39.9971330616388627, 116.3220333513097700 39.9971364386222703, 116.3220563384615218 39.9971375679086236, 116.3220793256132737 39.9971364386222703, 116.3221020913861850 39.9971330616388627, 116.3221244165334127 39.9971274694805956, 116.3221460860516032 39.9971197160030130, 116.3221668912514417 39.9971098758763333, 116.3221866317674795 39.9970980438663659, 116.3222051174877407 39.9970843339218263, 116.3222221703846628 39.9970688780769805, 116.3222376262295086 39.9970518251800655, 116.3222513361740482 39.9970333394597901, 116.3222631681840227 39.9970135989437594, 116.3222730083106882 39.9969927937439209, 116.3222807617882779 39.9969711242257375, 116.3222863539465521 39.9969487990785026, 116.3222897309299526 39.9969260333055914, 116.3222908602162988 39.9969030461538395))"
16,0,POINT (116.3172576770115114 39.9908464278735636),"POLYGON ((116.3175152149989771 39.9907223335841593, 116.3175177589781981 39.9906994617966021, 116.3175180488802454 39.9906764507893797, 116.3175160819132117 39.9906535221710868, 116.3175118770200527 39.9906308967568336, 116.3175054746962189 39.9906087924417335, 116.3174969365995679 39.9905874221024362, 116.3174863449566203 39.9905669915469701, 116.3174738017707313 39.9905476975327758, 116.3174594278395944 39.9905297258717383, 116.3174433615920549 39.9905132496407916, 116.3174257577548474 39.9904984275150355, 116.3174067858625449 39.9904854022396492, 116.3173866286248455 39.9904742992551547, 116.3173654801669556 39.9904652254893591, 116.3173435441601100 39.9904582683275933, 116.3173210318600184 39.9904534947711241, 116.3172981600724682 39.9904509507919173, 116.3172751490652388 39.9904506608898700, 116.3172522204469459 39.9904526278569037, 116.3172295950326856 39.9904568327500485, 116.3172074907175926 39.9904632350738893, 116.3171861203782953 39.9904717731705475, 116.3171656898228292 39.9904823648134808, 116.3171463958086349 39.9904949079993841, 116.3171284241475973 39.9905092819305068, 116.3171119479166435 39.9905253481780534, 116.3170971257908946 39.9905429520152609, 116.3170841005155154 39.9905619239075705, 116.3170729975310138 39.9905820811452699, 116.3170639237652182 39.9906032296031526, 116.3170569666034595 39.9906251656100054, 116.3170521930469903 39.9906476779100899, 116.3170001390240316 39.9909705221629608, 116.3169975950448105 39.9909933939505180, 116.3169973051427633 39.9910164049577403, 116.3169992721097969 39.9910393335760332, 116.3170034770029559 39.9910619589902865, 116.3170098793267897 39.9910840633053866, 116.3170184174234407 39.9911054336446838, 116.3170290090663883 39.9911258642001499, 116.3170415522522774 39.9911451582143442, 116.3170559261834143 39.9911631298753818, 116.3170719924309537 39.9911796061063285, 116.3170895962681612 39.9911944282320846, 116.3171085681604637 39.9912074535074709, 116.3171287253981632 39.9912185564919653, 116.3171498738560530 39.9912276302577609, 116.3171718098628986 39.9912345874195267, 116.3171943221629903 39.9912393609759960, 116.3172171939505404 39.9912419049552028, 116.3172402049577698 39.9912421948572501, 116.3172631335760627 39.9912402278902164, 116.3172857589903231 39.9912360229970716, 116.3173078633054160 39.9912296206732307, 116.3173292336447133 39.9912210825765726, 116.3173496642001794 39.9912104909336392, 116.3173689582143737 39.9911979477477360, 116.3173869298754113 39.9911835738166133, 116.3174034061063651 39.9911675075690667, 116.3174182282321141 39.9911499037318592, 116.3174312535074932 39.9911309318395496, 116.3174423564919948 39.9911107746018502, 116.3174514302577904 39.9910896261439675, 116.3174583874195491 39.9910676901371147, 116.3174631609760183 39.9910451778370302, 116.3175152149989771 39.9907223335841593))"
17,0,POINT (116.3249519999999819 39.9993000000000052),"POLYGON ((116.3251865299868939 39.9993000000000052, 116.3251854006608994 39.9992770120413681, 116.3251820235589520 39.9992542454693378, 116.3251764312043974 39.9992319195384454, 116.3251686774546414 39.9992102492596189, 116.3251588369825669 39.9991894433294917, 116.3251470045572660 39.9991697021205255, 116.3251332941314899 39.9991512157513753, 116.3251178377441164 39.9991341622558707, 116.3251007842486189 39.9991187058684972, 116.3250822978794616 39.9991049954427140, 116.3250625566705025 39.9990931630174202, 116.3250417507403682 39.9990833225453386, 116.3250200804615417 39.9990755687955897, 116.3249977545306564 39.9990699764410280, 116.3249749879586261 39.9990665993390877, 116.3249519999999819 39.9990654700130932, 116.3249290120413377 39.9990665993390877, 116.3249062454693075 39.9990699764410280, 116.3248839195384221 39.9990755687955897, 116.3248622492595956 39.9990833225453386, 116.3248414433294613 39.9990931630174202, 116.3248217021205022 39.9991049954427140, 116.3248032157513450 39.9991187058684972, 116.3247861622558474 39.9991341622558707, 116.3247707058684739 39.9991512157513753, 116.3247569954426979 39.9991697021205255, 116.3247451630173970 39.9991894433294917, 116.3247353225453224 39.9992102492596189, 116.3247275687955664 39.9992319195384454, 116.3247219764410119 39.9992542454693378, 116.3247185993390644 39.9992770120413681, 116.3247174700130699 39.9993000000000052, 116.3247185993390644 39.9993229879586423, 116.3247219764410119 39.9993457545306725, 116.3247275687955664 39.9993680804615650, 116.3247353225453224 39.9993897507403915, 116.3247451630173970 39.9994105566705187, 116.3247569954426979 39.9994302978794849, 116.3247707058684739 39.9994487842486350, 116.3247861622558474 39.9994658377441397, 116.3248032157513450 39.9994812941315132, 116.3248217021205022 39.9994950045572963, 116.3248414433294613 39.9995068369825901, 116.3248622492595956 39.9995166774546718, 116.3248839195384221 39.9995244312044207, 116.3249062454693075 39.9995300235589824, 116.3249290120413377 39.9995334006609227, 116.3249519999999819 39.9995345299869172, 116.3249749879586261 39.9995334006609227, 116.3249977545306564 39.9995300235589824, 116.3250200804615417 39.9995244312044207, 116.3250417507403682 39.9995166774546718, 116.3250625566705025 39.9995068369825901, 116.3250822978794616 39.9994950045572963, 116.3251007842486189 39.9994812941315132, 116.3251178377441164 39.9994658377441397, 116.3251332941314899 39.9994487842486350, 116.3251470045572660 39.9994302978794849, 116.3251588369825669 39.9994105566705187, 116.3251686774546414 39.9993897507403915, 116.3251764312043974 39.9993680804615650, 116.3251820235589520 39.9993457545306725, 116.3251854006608994 39.9993229879586423, 116.3251865299868939 39.9993000000000052))"
18,0,POINT (116.3252330047461669 40.0061402650648645),"POLYGON ((116.3251044042553417 40.0054488723404162, 116.3249653684210614 40.0055000526315823, 116.3248533023255789 40.0057821627906876, 116.3248237314815441 40.0066793425925766, 116.3250199705882295 40.0069209044117642, 116.3256302916666698 40.0063311250000027, 116.3256926981132011 40.0062231132075539, 116.3255349285714288 40.0058566904762074, 116.3253158214285605 40.0055746785714277, 116.3251846078431413 40.0054927450980529, 116.3251044042553417 40.0054488723404162))"
19,0,POINT (116.2724345617977662 39.9893631573033872),"POLYGON ((116.2726690576639044 39.9893631573033872, 116.2726679285022158 39.9893401726891682, 116.2726645518915944 39.9893174094293542, 116.2726589603506397 39.9892950867465657, 116.2726512077289556 39.9892734196204600, 116.2726413686885110 39.9892526167172875, 116.2726295379846704 39.9892328783803919, 116.2726158295535583 39.9892143947007455, 116.2726003754148678 39.9891973436862784, 116.2725833244004150 39.9891818895475950, 116.2725648407207615 39.9891681811164830, 116.2725451023838588 39.9891563504126353, 116.2725242994806933 39.9891465113722049, 116.2725026323545876 39.9891387587505207, 116.2724803096718063 39.9891331672095660, 116.2724575464119852 39.9891297905989376, 116.2724345617977662 39.9891286614372490, 116.2724115771835471 39.9891297905989376, 116.2723888139237260 39.9891331672095660, 116.2723664912409447 39.9891387587505207, 116.2723448241148390 39.9891465113722049, 116.2723240212116735 39.9891563504126353, 116.2723042828747708 39.9891681811164830, 116.2722857991951173 39.9891818895475950, 116.2722687481806645 39.9891973436862784, 116.2722532940419740 39.9892143947007455, 116.2722395856108619 39.9892328783803919, 116.2722277549070213 39.9892526167172875, 116.2722179158665767 39.9892734196204600, 116.2722101632448926 39.9892950867465657, 116.2722045717039379 39.9893174094293542, 116.2722011950933165 39.9893401726891682, 116.2722000659316279 39.9893631573033872, 116.2722011950933165 39.9893861419176062, 116.2722045717039379 39.9894089051774202, 116.2722101632448926 39.9894312278602087, 116.2722179158665767 39.9894528949863144, 116.2722277549070213 39.9894736978894869, 116.2722395856108619 39.9894934362263825, 116.2722532940419740 39.9895119199060289, 116.2722687481806645 39.9895289709204960, 116.2722857991951173 39.9895444250591794, 116.2723042828747708 39.9895581334902914, 116.2723240212116735 39.9895699641941391, 116.2723448241148390 39.9895798032345695, 116.2723664912409447 39.9895875558562537, 116.2723888139237260 39.9895931473972084, 116.2724115771835471 39.9895965240078368, 116.2724345617977662 39.9895976531695254, 116.2724575464119852 39.9895965240078368, 116.2724803096718063 39.9895931473972084, 116.2725026323545876 39.9895875558562537, 116.2725242994806933 39.9895798032345695, 116.2725451023838588 39.9895699641941391, 116.2725648407207615 39.9895581334902914, 116.2725833244004150 39.9895444250591794, 116.2726003754148678 39.9895289709204960, 116.2726158295535583 39.9895119199060289, 116.2726295379846704 39.9894934362263825, 116.2726413686885110 39.9894736978894869, 116.2726512077289556 39.9894528949863144, 116.2726589603506397 39.9894312278602087, 116.2726645518915944 39.9894089051774202, 116.2726679285022158 39.9893861419176062, 116.2726690576639044 39.9893631573033872))"
20,0,POINT (116.3217715461759667 39.9747066623376668),"POLYGON ((116.3217090909089535 39.9745606060606136, 116.3217422142857060 39.9747727142857130, 116.3218633333331979 39.9747866666666809, 116.3217090909089535 39.9745606060606136))"
21,0,POINT (116.4054449769005828 39.9088274008771933),"POLYGON ((116.4054774000000094 39.9086754000000070, 116.4053880307017579 39.9089198026315657, 116.4054694999999953 39.9088870000000000, 116.4054774000000094 39.9086754000000070))"
